generated_smiles,mol,canonical_smiles,passes_lipinski,max_tanimoto,predicted_active,prob_active,activity_level,rdkit_indicators,predicted_active_2,prob_active_2,activity_level_2
COC1=CO1,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10b6880>,COC1=CO1,True,0.17142857142857143,0,0.02,Low,"[4.5, 4.5, 0.6296296296296298, 0.6296296296296298, 0.44857138188762874, 15.8, 72.063, 68.03099999999999, 72.021129368, 28, 0, 0.32077450323811557, -0.466234807614418, 0.466234807614418, 0.32077450323811557, 2.0, 2.6, 2.6, 16.71799658569492, 11.150563900115728, 2.056470778430858, -1.7598506848708126, 2.105925197218179, -1.6356894290101829, 4.904929116309657, 0.21014133079609792, 2.1209520310264027, 2.2190209125228417, 65.2933148700206, 3.698670612749268, 2.893846850117352, 2.893846850117352, 2.431851652578137, 1.340873975918055, 1.340873975918055, 0.7588619993562967, 0.7588619993562967, 0.4152606385937869, 0.4152606385937869, 0.12028130608117207, 0.12028130608117207, -0.66, 29.69332843436964, 2.5704147465437788, 0.6413508395404619, 0.3184025993331775, 30.00079152992304, 9.473725907600098, 0.0, 6.26208044842079, 0.0, 0.0, 5.945225213243084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.109797541277533, 9.473725907600098, 0.0, 0.0, 0.0, 0.0, 0.0, 7.109797541277533, 12.207305661663874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.109797541277533, 9.473725907600098, 0.0, 0.0, 12.207305661663874, 0.0, 0.0, 0.0, 21.759999999999998, 0.0, 0.0, 0.0, 0.0, 5.945225213243084, 0.0, 0.0, 13.371877989698323, 0.0, 9.473725907600098, 0.0, 8.927083333333332, 0.0, 0.0, 0.0, 0.0, 0.6296296296296298, 0.0, 1.5416666666666665, 0.0, 1.568287037037037, 0.3333333333333333, 5, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0.3297075311326072, 1, 0.4619, 16.177000000000003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.3274387668069781,Low
CCc1cc(Cc2cnc(N)cc2N)cc(OC)c1CC,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10b68f0>,CCc1cc(Cc2cnc(N)cc2N)cc(OC)c1CC,True,0.6904761904761905,1,0.7959999999999999,High,"[6.015160934744268, 6.015160934744268, 0.4485265681622106, 0.4485265681622106, 0.8853702196183618, 10.619047619047619, 285.3910000000001, 262.20699999999994, 285.184112356, 112, 0, 0.12485971813984692, -0.49645690690183547, 0.49645690690183547, 0.12485971813984692, 1.0476190476190477, 1.8095238095238095, 2.380952380952381, 16.46583903983068, 9.95383471543764, 2.1049648935626863, -2.147942656442682, 2.277652464728178, -2.0248027856051944, 5.543127628002178, 0.4086922594271684, 2.4853784144068674, 2.3975621374281344, 612.922614020519, 15.405412915006313, 12.94088384466122, 12.94088384466122, 10.083248657969117, 7.270681459292442, 7.270681459292442, 5.1276225045166886, 5.1276225045166886, 3.7537416174188274, 3.7537416174188274, 2.651146099939534, 2.651146099939534, -2.23, 52230.22737876032, 15.16441948620568, 6.480399704138981, 3.2686133843340635, 125.69112461641944, 16.20419790812442, 11.567374611118932, 0.0, 0.0, 0.0, 0.0, 0.0, 4.9839785209472085, 0.0, 0.0, 19.913841467842857, 41.16181628110161, 24.371418537684256, 7.109797541277533, 4.736862953800049, 11.50524905251859, 0.0, 4.9839785209472085, 0.0, 33.10993926815928, 18.5771324956019, 46.64975074378589, 0.0, 5.749511833283905, 16.20419790812442, 11.50524905251859, 5.749511833283905, 0.0, 12.093776062224741, 19.26246486877803, 0.0, 36.10128036616923, 24.395944776997904, 0.0, 0.0, 0.0, 74.16, 0.0, 0.0, 0.0, 0.0, 11.50524905251859, 30.575428193758928, 16.690354475090988, 19.37300818135222, 0.0, 30.964187057251674, 16.20419790812442, 5.539561418703284, 0.0, 4.121543682287729, 0.0, 17.109471480549672, 1.401142886294402, 6.026439279415469, 4.434520458831425, 4.314894220671638, 1.719093239913045, 0.35294117647058826, 21, 4, 4, 0, 0, 0, 0, 1, 1, 2, 0, 0, 4, 2, 4, 1, 5, 0, 0, 0, 0, 0, 4.679595216754604, 2, 2.970200000000001, 87.61780000000003, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0.6577831325301204,High
NC1CN1,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10b6960>,NC1CN1,True,0.13157894736842105,0,0.06,Medium,"[5.111111111111111, 5.111111111111111, 0.33333333333333304, 0.33333333333333304, 0.3463017093673689, 39.75, 58.083999999999996, 52.035999999999994, 58.05309819199999, 24, 0, 0.06761584552445377, -0.31483757649259037, 0.31483757649259037, 0.06761584552445377, 2.0, 2.25, 2.25, 15.184564270806034, 10.835746283819109, 2.1044674068483578, -1.5702370387523903, 1.7868739922566983, -2.0195257743015547, 4.7376099093840045, 1.028842243442107, 1.75, 2.171098317873574, 23.219280948873624, 2.9915638315627207, 2.3618073195657994, 2.3618073195657994, 1.893846850117352, 1.383810148985283, 1.383810148985283, 1.0147413627579773, 1.0147413627579773, 0.4398264056274474, 0.4398264056274474, 0.0680413817439772, 0.0680413817439772, -0.08, 14.0, 2.1751020408163266, 0.44468768590124924, 0.19059485832238693, 24.988114869317684, 5.733667477162185, 0.0, 0.0, 0.0, 0.0, 0.0, 5.316788604006331, 0.0, 0.0, 0.0, 0.0, 0.0, 6.544756405912575, 6.165775612134527, 0.0, 0.0, 0.0, 5.316788604006331, 5.733667477162185, 6.165775612134527, 6.544756405912575, 0.0, 0.0, 0.0, 11.050456081168516, 0.0, 0.0, 0.0, 12.710532018047102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 47.96, 0.0, 0.0, 0.0, 0.0, 6.165775612134527, 6.544756405912575, 0.0, 0.0, 0.0, 5.316788604006331, 5.733667477162185, 0.0, 0.0, 0.0, 2.875, 5.111111111111111, 0.0, 0.0, 0.33333333333333304, 1.0138888888888888, 0.0, 1.0, 4, 3, 2, 0, 1, 1, 0, 0, 0, 0, 1, 0, 2, 2, 2, 1, 0, 0, 1, 1, 0, 1, 0.24181027328242422, 1, -1.1256000000000002, 15.978100000000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.3736562993681669,Medium
CCCCO,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10b6ab0>,CCCCO,True,0.1891891891891892,0,0.0,Low,"[8.06625, 8.06625, 0.34375, 0.34375, 0.5128217987135145, 8.4, 74.12299999999999, 64.04299999999999, 74.07316494, 32, 0, 0.043042283485206966, -0.39637675206921097, 0.39637675206921097, 0.043042283485206966, 1.6, 2.2, 2.2, 16.249913992725098, 10.366423430594462, 1.687587037465619, -1.7897007308893, 1.7840580049254637, -1.7487729920784478, 4.227732581407003, 0.28678383848176386, 1.4056390622295665, 2.19060968716425, 11.119415478763749, 4.121320343559642, 3.5685339390596003, 3.5685339390596003, 2.414213562373095, 2.0233345472033855, 2.0233345472033855, 1.0771601883432524, 1.0771601883432524, 0.5116672736016926, 0.5116672736016926, 0.15811388300841892, 0.15811388300841892, -0.04, 11.245112497836532, 4.960000000000001, 3.9600000000000004, 3.9600000000000004, 32.62831112321538, 5.106527394840706, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.344558822616634, 6.4208216229260096, 6.606881964512918, 0.0, 5.106527394840706, 0.0, 0.0, 0.0, 0.0, 19.765380445542643, 6.606881964512918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.713409359353623, 0.0, 0.0, 19.765380445542643, 0.0, 0.0, 0.0, 0.0, 20.23, 0.0, 0.0, 0.0, 0.0, 6.606881964512918, 12.841643245852019, 0.0, 0.0, 0.0, 6.923737199690624, 5.106527394840706, 0.0, 0.0, 0.0, 8.06625, 0.0, 0.0, 0.0, 2.0381944444444446, 2.3955555555555557, 0.0, 1.0, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 3.9283200000000007, 0, 0.7787999999999999, 21.993799999999997, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0.2792537480090279,Low
CCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10b6b20>,CCC1CO1,True,0.1875,0,0.01,Low,"[4.857638888888889, 4.857638888888889, 0.6342592592592591, 0.6342592592592591, 0.41717472256751875, 34.2, 72.107, 64.04299999999999, 72.057514876, 30, 0, 0.080689508472653, -0.3731417851211281, 0.3731417851211281, 0.080689508472653, 2.0, 2.6, 2.6, 16.5788556726115, 10.382723436635112, 2.1770229307824476, -1.6894955590148986, 2.1038606592459015, -1.7265512013883197, 4.638596453785066, 0.4032305812250187, 2.1209520310264027, 1.9989394851788977, 30.62919048309069, 3.698670612749268, 3.399812122026584, 3.399812122026584, 2.431851652578137, 2.0479807571046025, 2.0479807571046025, 1.3635900917253427, 1.3635900917253427, 0.857710728323662, 0.857710728323662, 0.303743642139493, 0.303743642139493, -0.04, 29.69332843436964, 3.1616129032258065, 0.9767560019818928, 0.6183636836628511, 31.941791446997023, 4.736862953800049, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.923737199690624, 6.4208216229260096, 0.0, 12.71084835226122, 4.736862953800049, 0.0, 0.0, 0.0, 0.0, 19.448525210364934, 6.606881964512918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.71084835226122, 4.736862953800049, 0.0, 13.344558822616634, 0.0, 0.0, 0.0, 0.0, 12.53, 0.0, 0.0, 0.0, 0.0, 6.103966387748303, 6.606881964512918, 6.4208216229260096, 0.0, 0.0, 6.923737199690624, 4.736862953800049, 4.857638888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8287037037037035, 3.1469907407407405, 0.0, 1.0, 5, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0.6176248758338407, 1, 0.7952, 20.030999999999995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.36703043486327075,Medium
CCC1=CN1,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10b6b90>,CCC1=CN1,True,0.20588235294117646,0,0.02,Low,"[2.9756944444444446, 2.9756944444444446, 1.1666666666666665, 1.1666666666666665, 0.48387487348112, 16.6, 69.10699999999999, 62.050999999999995, 69.057849224, 28, 0, 0.0306590607971356, -0.3622855494025836, 0.3622855494025836, 0.0306590607971356, 2.0, 2.6, 2.6, 14.978650455973177, 10.46864071388787, 1.9744390955244744, -1.680989759596417, 2.0272553884891584, -1.7079301907393782, 5.140091353726249, 1.1001793168297145, 2.1209520310264027, 2.2190209125228417, 64.04820237218406, 3.698670612749268, 3.284457050376173, 3.284457050376173, 2.431851652578137, 1.888010440969447, 1.888010440969447, 1.1674669330140617, 1.1674669330140617, 0.7293625530579063, 0.7293625530579063, 0.2551551815399144, 0.2551551815399144, -0.46, 29.69332843436964, 2.7602643171806167, 0.7441340301580889, 0.4073174329018611, 31.68850536891393, 5.316788604006331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.923737199690624, 6.4208216229260096, 11.896994202876282, 0.0, 0.0, 0.0, 0.0, 5.316788604006331, 0.0, 13.344558822616634, 0.0, 11.896994202876282, 0.0, 0.0, 5.316788604006331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.344558822616634, 11.896994202876282, 0.0, 0.0, 0.0, 21.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.117860935981842, 0.0, 6.199954889820448, 12.240525803696954, 0.0, 0.0, 0.0, 0.0, 2.9756944444444446, 1.3796296296296298, 0.0, 0.0, 3.1805555555555554, 2.130787037037037, 0.0, 0.5, 5, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0.41080132212903553, 1, 0.841, 21.509699999999995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.40469831222042857,High
CCSC,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10b6ea0>,CCSC,True,0.14705882352941177,0,0.04,Low,"[2.1435185185185186, 2.1435185185185186, 1.2361111111111112, 1.2361111111111112, 0.454269072143213, 7.5, 76.164, 68.1, 76.034671256, 26, 0, -0.009879702990655083, -0.16572259354524393, 0.16572259354524393, 0.009879702990655083, 1.75, 2.0, 2.0, 32.16636178282347, 10.985873092817414, 1.5474386643838594, -1.6933913084140741, 1.8332505037037699, -1.5167854658540316, 7.980664307765982, 1.5323194244812466, 1.370950594454669, 1.9747448713915894, 5.245112497836532, 3.414213562373095, 3.1153550716504106, 3.9318516525781364, 1.914213562373095, 1.4040302062452235, 2.7978770563625748, 0.5773502691896258, 1.732050807568877, 0.2886751345948129, 0.8660254037844385, 0.0, 0.0, 0.35, 6.854752972273345, 4.349999999999999, 3.349999999999998, 2.3499999999999983, 31.592245281988006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.761884949391115, 0.0, 6.923737199690624, 12.008622790258194, 0.0, 0.0, 0.0, 11.761884949391115, 0.0, 0.0, 0.0, 6.923737199690624, 12.008622790258194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.761884949391115, 12.008622790258194, 0.0, 0.0, 6.923737199690624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.752853606746789, 0.0, 11.761884949391115, 13.179506383202028, 0.0, 0.0, 1.8564814814814814, 0.0, 0.0, 0.0, 1.2361111111111112, 0.0, 2.0972222222222223, 2.1435185185185186, 0.0, 1.0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3.643124999999997, 0, 1.3693, 24.05599999999999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.33841048208336116,Low
CC=N,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10b6f10>,CC=N,True,0.075,0,0.0,Low,"[6.083333333333333, 6.083333333333333, 1.25, 1.25, 0.3854297884975674, 4.333333333333333, 43.069, 38.028999999999996, 43.042199159999996, 18, 0, -0.007882935727558698, -0.31341269909997077, 0.31341269909997077, 0.007882935727558698, 2.0, 2.0, 2.0, 14.280698060472975, 10.926777389771994, 1.1665304596614399, -1.3004421747682953, 1.164995630008684, -1.3181305713039049, 5.4776821493847, 1.5499544259053806, 0.9182958340544894, 2.1874960973678963, 10.264662506490405, 2.7071067811865475, 2.0773502691896257, 2.0773502691896257, 1.4142135623730951, 0.8660254037844388, 0.8660254037844388, 0.2886751345948129, 0.2886751345948129, 0.0, 0.0, 0.0, 0.0, -0.33, 2.7548875021634682, 2.67, 1.6699999999999997, 1.6700000000000006, 19.789544141490953, 5.409283605791522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.13833777922594, 0.0, 0.0, 0.0, 6.2146005795353165, 5.409283605791522, 0.0, 0.0, 6.923737199690624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.2146005795353165, 0.0, 5.409283605791522, 6.923737199690624, 0.0, 0.0, 0.0, 0.0, 23.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.2146005795353165, 6.923737199690624, 0.0, 0.0, 5.409283605791522, 0.0, 0.0, 0.0, 6.083333333333333, 0.0, 0.0, 0.0, 1.25, 1.6666666666666667, 0.0, 0.5, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1.4862999999999997, 0, 0.65587, 14.4577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.3695714727024748,Medium
CCC=O,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10b6f80>,CCC=O,True,0.1282051282051282,0,0.01,Low,"[9.17361111111111, 9.17361111111111, 0.6388888888888888, 0.6388888888888888, 0.40325990291792796, 6.25, 58.08, 52.032000000000004, 58.041864812, 24, 0, 0.11921494428801727, -0.30341423261619294, 0.30341423261619294, 0.11921494428801727, 2.0, 2.25, 2.25, 16.128669873456406, 10.573321524729696, 1.5215102458266105, -1.5102578854215465, 1.5296669070255924, -1.546033732636957, 5.477669402907269, -0.10708870297661234, 1.370950594454669, 2.2968352619191386, 17.24511249783653, 3.414213562373095, 2.6927053408400363, 2.6927053408400363, 1.914213562373095, 1.3510573320459265, 1.3510573320459265, 0.5749149571305296, 0.5749149571305296, 0.16666666666666669, 0.16666666666666669, 0.0, 0.0, -0.33, 6.854752972273345, 3.67, 2.67, 1.6699999999999997, 25.630657356666532, 4.794537184071822, 6.286160523129555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.923737199690624, 0.0, 6.4208216229260096, 0.0, 4.794537184071822, 6.286160523129555, 0.0, 0.0, 0.0, 13.344558822616634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.286160523129555, 4.794537184071822, 0.0, 13.344558822616634, 0.0, 0.0, 0.0, 0.0, 17.07, 0.0, 4.794537184071822, 0.0, 0.0, 6.4208216229260096, 6.286160523129555, 0.0, 0.0, 6.923737199690624, 0.0, 0.0, 0.0, 0.0, 9.17361111111111, 0.0, 0.0, 0.0, 0.0, 1.5138888888888888, 1.8125, 0.0, 0.6666666666666666, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2.449725, 0, 0.5952999999999999, 16.355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.3088502453366209,Low
CONc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10b7140>,CONc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,True,0.7317073170731707,1,0.9997058823529411,High,"[5.861983070240646, 5.861983070240646, 0.14912370110782835, 0.14912370110782835, 0.681863414390032, 10.318181818181818, 305.338, 286.18600000000004, 305.148789468, 118, 0, 0.2214316356382397, -0.4943426861271407, 0.4943426861271407, 0.2214316356382397, 1.0909090909090908, 1.7272727272727273, 2.227272727272727, 16.63717752907673, 10.051374938371495, 2.1370589044492476, -2.155168879798705, 2.3642399552384465, -2.0536348703963756, 5.666588826493716, 0.26438221610252427, 2.5078653381240286, 2.3859832630497726, 637.9168357758849, 16.112519696192862, 12.713030189526185, 12.713030189526185, 10.583248657969117, 6.493969313434722, 6.493969313434722, 4.496982832797265, 4.496982832797265, 3.08096428373754, 3.08096428373754, 2.0612778824282727, 2.0612778824282727, -2.7399999999999998, 84276.81468765798, 15.645121748951683, 6.811425971253686, 3.286973273070033, 127.91187951067252, 20.94106086192447, 23.0042727190864, 0.0, 5.948339280986494, 0.0, 0.0, 10.317685181857836, 4.9839785209472085, 4.9839785209472085, 0.0, 0.0, 17.696185628620217, 18.18111668623608, 21.3293926238326, 14.31131449133673, 17.453588333505085, 0.0, 9.967957041894417, 0.0, 6.4208216229260096, 38.27682417627817, 29.456480691930288, 0.0, 11.49902366656781, 26.42115746004567, 17.453588333505085, 11.49902366656781, 0.0, 31.297349665727015, 11.258410206662642, 0.0, 11.126902983393991, 18.329577708536295, 0.0, 0.0, 0.0, 117.53999999999999, 0.0, 0.0, 0.0, 5.948339280986494, 29.42509434201241, 11.126902983393991, 7.109797541277533, 20.416438654168143, 12.13273413692322, 15.448053640015619, 25.778649445661102, 10.7262061707399, 0.0, 12.851014944634622, 0.0, 16.408166157064723, 1.6785647599387687, 3.7215684051398337, 2.128998015873016, 0.0, 4.652148213275801, 0.2857142857142857, 22, 5, 8, 0, 0, 0, 0, 1, 1, 2, 0, 0, 8, 3, 8, 1, 6, 0, 0, 0, 0, 0, 4.843890391101609, 2, 1.2223, 83.84050000000002, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0.8830087798717718,High
N=C1N=CNNN=C1N,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10b73e0>,N=C1N=CNNN=C1N,True,0.14285714285714285,0,0.33,High,"[7.000925925925926, 7.000925925925926, 0.048611111111110716, -0.048611111111110716, 0.31340296984806343, 17.333333333333332, 126.123, 120.07500000000002, 126.06539419199999, 48, 0, 0.19055220870598535, -0.3790909095466094, 0.3790909095466094, 0.19055220870598535, 1.6666666666666667, 2.4444444444444446, 3.2222222222222223, 15.568909212241575, 10.55322581777487, 1.9924428262360543, -1.9153059730421813, 1.7566579710569952, -2.2662115804429064, 6.3950015743314, 0.7133880402702318, 1.9873325019346542, 2.7826618902277036, 178.7419942631983, 6.69023444431199, 4.549127729379167, 4.549127729379167, 4.304530452640311, 2.2563695521867237, 2.2563695521867237, 1.3599904635905022, 1.3599904635905022, 0.7417219390187194, 0.7417219390187194, 0.3372788320734295, 0.3372788320734295, -1.59, 129.1766126257525, 5.544952766531714, 2.1187187641519127, 1.1503599398716045, 51.31918717877733, 5.733667477162185, 6.338535362521884, 11.671239571514539, 0.0, 0.0, 0.0, 10.835075002901906, 10.527198922850108, 0.0, 5.101407525739723, 0.0, 0.0, 0.0, 0.0, 0.0, 18.00977493403642, 5.409283605791522, 10.960585587324823, 15.827479735537576, 0.0, 0.0, 0.0, 0.0, 0.0, 16.694253064487008, 0.0, 0.0, 0.0, 18.00977493403642, 0.0, 5.409283605791522, 0.0, 10.093812258375392, 0.0, 0.0, 0.0, 98.64999999999999, 0.0, 0.0, 0.0, 11.671239571514539, 0.0, 0.0, 6.338535362521884, 0.0, 0.0, 21.054397845700215, 11.142951082953708, 0.0, 0.0, 3.533564814814815, 10.489351851851852, 9.99574074074074, 0.017361111111111605, 0.0, 1.2973148148148148, 0.0, 0.0, 0.0, 9, 5, 6, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5, 4, 6, 1, 0, 0, 0, 0, 0, 0, 1.305355052531867, 1, -1.6280299999999999, 34.112500000000004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.3586773161688865,Low
